20000,0,3352,17,6,1,12
20002,0,1226,6,1,1,5
20003,0,6656,22,12,1,12
20007,0,3876,17,9,1,10
20006,0,2875,34,22,1,15
20005,0,9948,90,61,1,38
20001,0,15157,72,28,0,50
20004,0,1079,7,2,1,5
20008,0,9114,62,34,1,33
20009,0,20723,88,46,0,50
20004,1,1011,7,2,1,5
20006,1,1462,9,5,1,5
20001,1,2557,19,6,1,13
20008,1,5727,23,5,1,19
20007,1,1176,15,8,1,8
20005,1,2273,26,12,1,15
20008,2,1881,13,3,1,10
20002,1,4634,16,7,1,10
20007,2,3338,13,6,1,9
20004,2,1573,20,11,1,10
20007,3,978,6,1,1,5
20003,2,2464,10,6,1,4
