20004,1,790,6,1,1,5
20003,1,2543,6,2,1,4
20002,1,1821,6,1,1,5
20006,1,875,8,4,1,4
20004,2,887,8,3,1,5
20002,2,1890,7,2,1,5
20005,1,2865,22,9,1,13
20009,1,5388,20,4,1,16
20007,2,1375,15,8,1,8
20001,1,7809,34,10,1,25
20007,3,955,7,2,1,5
20006,2,1138,8,4,1,4
20003,2,4826,11,4,1,8
20004,3,976,5,0,1,5
20002,3,1003,5,0,1,5
20007,1,1467,25,18,1,9
20008,3,2640,12,2,1,10
20003,3,4825,12,5,1,8
20000,1,7188,35,16,1,21
20006,3,1000,5,1,1,4
20008,2,4187,31,18,1,15
20001,2,9962,41,14,1,29
20004,4,632,5,0,1,5
20005,2,5651,38,21,1,18
20008,4,3072,12,2,1,10
20007,4,1539,13,7,1,7
20000,4,2313,13,5,1,8
20000,2,10813,55,30,1,29
20002,4,2147,13,7,1,7
20001,3,4820,27,10,1,18
20000,3,6615,42,23,1,21
20008,1,8917,60,34,1,30
20005,3,8595,54,27,1,30
20006,4,3054,14,7,1,8
20009,3,20392,73,33,1,44
20001,4,7013,14,1,1,13
20003,4,12399,33,17,1,20
20009,2,31530,75,32,0,50
20000,0,9198,41,21,1,23
20004,0,1142,7,2,1,5
20007,0,1280,5,0,1,5
20002,0,1887,5,0,1,5
20006,0,2959,4,0,1,4
20003,0,5276,14,7,1,8
20008,0,10075,31,13,1,21
20009,0,22442,84,38,0,50
20001,0,19166,83,42,1,48
20005,0,13783,125,84,0,50
20009,4,23109,66,22,1,47
20005,4,13851,62,34,1,32
