20006,0,432,4,0,1,4
20002,0,756,6,1,1,5
20004,1,619,7,2,1,5
20004,0,715,8,3,1,5
20003,0,3543,7,0,1,8
20006,1,499,10,6,1,4
20002,1,659,9,4,1,5
20004,2,1505,14,5,1,10
20003,1,4406,11,4,1,8
20000,0,976,8,0,1,8
20007,1,829,14,8,1,7
20001,1,1849,13,0,1,13
20002,2,1121,6,1,1,5
20000,1,3199,20,6,1,15
20006,2,618,5,1,1,4
20007,2,1154,23,15,1,10
20008,2,1659,12,2,1,10
20007,0,1331,27,17,1,12
20000,2,2431,29,13,1,18
20005,1,2800,45,26,1,21
20001,0,3161,43,18,1,27
20002,3,916,5,0,1,5
20001,2,2100,26,10,1,17
20007,3,961,15,8,1,8
20004,3,526,8,3,1,5
20003,3,2318,6,2,1,4
20008,0,4468,50,27,1,27
20008,1,6751,37,16,1,23
20008,3,1125,12,2,1,10
20004,4,565,5,0,1,5
20007,4,452,7,2,1,5
20009,3,4076,16,0,1,16
20000,4,3078,12,2,1,11
20002,4,708,10,5,1,5
20003,2,7140,49,34,1,19
20006,3,1467,25,16,1,11
20008,4,1969,12,2,1,10
20006,4,2926,11,4,1,8
20001,4,1386,13,0,1,13
20001,3,2209,23,7,1,17
20009,0,13661,73,28,0,50
20009,1,12931,90,47,0,50
20003,4,5684,28,17,1,15
20009,2,13689,96,55,0,50
20000,3,5196,73,37,1,42
20005,0,9828,131,97,0,50
20005,3,4855,94,69,1,34
20009,4,14462,89,45,0,50
20005,4,8424,110,70,0,50
20005,2,6374,159,131,0,50
