20000,0,5859,8,0,1,8
20007,0,982,9,4,1,5
20008,0,5090,12,2,1,10
20006,0,3649,21,13,1,10
20002,0,4372,23,10,1,15
20003,0,7875,32,20,1,16
20001,0,8432,56,17,1,42
20009,0,16557,75,28,0,50
20004,0,3340,51,32,1,24
20005,0,15604,100,63,1,47
20006,1,446,4,0,1,4
20000,1,2104,9,1,1,8
20004,1,610,8,3,1,5
20007,2,820,6,1,1,5
20001,1,2914,16,3,1,13
20002,2,1171,5,0,1,5
20008,2,2742,10,0,1,10
20003,2,1989,7,3,1,4
20007,1,3058,15,9,1,7
20003,1,2918,23,16,1,9
20006,2,2953,6,2,1,4
20004,2,4114,16,7,1,11
20002,1,4170,19,12,1,9
20001,2,3581,14,1,1,13
20007,3,731,8,3,1,5
20008,1,6353,33,14,1,20
20000,2,8558,30,15,1,17
20008,3,3680,11,1,1,10
20004,3,1115,14,6,1,9
20002,3,1813,13,7,1,7
20007,4,1056,6,1,1,5
20004,4,766,5,0,1,5
20009,1,23546,73,30,0,50
20006,3,3344,15,8,1,8
20005,3,2665,41,28,1,18
20009,2,23845,83,40,0,50
20002,4,1551,6,1,1,5
20000,3,7430,40,17,1,26
20008,4,3188,12,2,1,10
20006,4,739,5,1,1,4
20001,4,3827,17,4,1,13
20003,3,10170,40,25,1,20
20003,4,2850,16,10,1,7
20001,3,9983,38,18,1,23
20009,3,22446,75,30,0,50
20000,4,7352,44,22,1,25
20009,4,18044,82,37,0,50
20005,2,17745,121,85,0,50
20005,1,13277,148,118,0,50
20005,4,15940,144,111,0,50
