22,1,315,4,1,3,0,4,1,3,1
0,1,253,6,0,6,2,6,2,4,1
2,1,785,8,0,8,2,8,2,6,1
6,1,3494,4,0,4,0,4,0,5,1
20,1,1025,7,0,7,1,7,1,6,1
16,1,558,13,2,11,4,13,6,7,1
8,1,2619,13,5,8,0,13,5,10,1
7,1,973,15,4,11,2,15,6,9,1
17,1,812,19,6,13,2,19,8,12,1
24,1,4161,39,13,26,8,39,21,20,1
4,1,3214,71,29,42,4,71,33,44,1
3,1,6081,44,23,21,2,44,25,23,1
7,2,6377,24,7,17,0,24,7,19,1
13,2,734,16,2,14,5,16,7,10,1
8,2,180,4,0,4,0,4,0,4,1
17,2,773,21,8,13,2,21,10,12,1
14,1,8828,95,46,49,5,95,51,55,1
3,2,5804,54,18,36,13,54,31,28,1
9,2,4905,69,24,45,5,69,29,45,1
0,2,245,5,1,4,0,5,1,4,1
21,2,1730,51,31,20,1,51,32,24,1
9,1,11210,87,37,50,3,87,40,55,1
4,2,755,10,0,10,0,10,0,10,1
22,2,377,3,0,3,0,3,0,3,1
14,2,6910,54,16,38,8,54,24,35,1
1,2,7218,88,21,67,17,88,38,57,1
23,2,2954,58,16,42,8,58,24,36,1
2,2,305,6,0,6,0,6,0,6,1
23,1,8037,119,34,85,20,119,54,72,1
15,2,7285,82,29,53,5,82,34,54,1
16,2,1338,15,7,8,1,15,8,7,1
1,1,17616,142,40,102,13,142,53,100,0
0,3,374,4,0,4,0,4,0,4,1
5,2,18841,125,23,102,12,125,35,100,0
2,3,480,15,8,7,0,15,8,8,1
12,1,14245,188,75,113,31,188,106,100,0
8,3,435,11,0,11,6,11,6,6,1
6,2,4196,10,0,10,5,10,5,6,1
6,3,3139,10,0,10,5,10,5,6,1
5,1,14441,133,27,106,16,133,43,100,0
13,1,1258,5,0,5,0,5,0,5,1
16,3,456,8,1,7,0,8,1,7,1
20,3,501,6,0,6,0,6,0,6,1
22,3,340,3,0,3,0,3,0,3,1
4,3,1618,24,0,24,5,24,5,20,1
3,3,6546,23,12,11,0,23,12,14,1
18,1,15354,204,105,99,21,204,126,100,0
15,1,13734,151,53,98,10,151,63,100,0
18,2,12481,155,72,83,15,155,87,82,1
19,1,1818,14,2,12,0,14,2,12,1
14,3,3448,38,18,20,0,38,18,23,1
23,3,2050,38,6,32,12,38,18,21,1
17,3,1256,31,14,17,3,31,17,16,1
5,3,3088,35,6,29,0,35,6,30,1
19,2,8180,212,174,38,15,212,189,56,1
20,2,1464,20,0,20,9,20,9,12,1
15,3,3850,52,18,34,3,52,21,34,1
7,3,17030,132,54,78,7,132,61,85,1
21,1,11465,385,355,30,0,385,355,100,0
24,3,14518,158,82,76,14,158,96,79,1
1,3,12040,167,43,124,37,167,80,100,0
18,3,9593,154,76,78,10,154,86,83,1
9,3,21426,162,76,86,6,162,82,95,1
24,2,11968,254,146,108,33,254,179,100,0
12,3,17193,185,66,119,34,185,100,100,0
11,2,8775,469,457,12,3,469,460,100,0
13,3,1829,59,23,36,10,59,33,32,1
19,3,4419,113,89,24,11,113,100,32,1
10,1,8340,500,500,0,0,500,500,100,0
21,3,13728,461,452,9,0,461,452,100,0
12,2,19181,166,68,98,13,166,81,100,0
10,2,7955,500,500,0,0,500,500,100,0
10,3,7785,500,500,0,0,500,500,100,0
11,1,8448,472,464,8,0,472,464,100,0
11,3,7259,413,394,19,0,413,394,97,1
2,0,705,7,0,7,1,7,1,6,1
3,0,1797,5,0,5,0,5,0,5,1
0,0,278,8,0,8,4,8,4,4,1
8,0,301,5,0,5,1,5,1,4,1
6,0,2040,4,1,3,0,4,1,3,1
22,0,330,3,0,3,0,3,0,3,1
16,0,1385,7,0,7,0,7,0,7,1
7,0,1790,17,6,11,0,17,6,12,1
13,0,977,14,1,13,4,14,5,10,1
20,0,941,9,1,8,2,9,3,6,1
14,0,7915,43,14,29,7,43,21,26,1
17,0,1846,46,9,37,20,46,29,20,1
4,0,3865,61,23,38,1,61,24,41,1
9,0,23881,130,59,71,2,130,61,83,1
5,0,22157,117,23,94,7,117,30,100,0
15,0,17641,145,50,95,7,145,57,100,0
1,0,14518,154,42,112,26,154,68,100,0
12,0,13941,176,70,106,18,176,88,100,1
19,0,10921,206,153,53,22,206,175,62,1
18,0,15084,180,80,100,15,180,95,100,0
23,0,8702,196,86,110,21,196,107,100,0
24,0,14496,237,132,105,29,237,161,100,0
21,0,12473,434,413,21,2,434,415,100,0
10,0,6618,378,369,9,0,378,369,82,1
11,0,8840,500,500,0,0,500,500,100,0
